Cod. Plan,Nombre Plan de negocio,Programa,Cliente,Comprador,Producto,Sub producto,Departamento,Provincia,Distrito,Ejecutado,,,,,Proyectado,,,,
,,,,,,,,,,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion
HUA-2016-11,ASEGURAMIENTO DE LA CALIDAD ORG·NICA Y MEJORAMIENTO DEL PROCESAMIENTO POST COSECHA PARA LA EXPORTACION DE CAFES ESPECIALES PARA TAZA.,CAFE,COOPERATIVA AGRARIA INDUSTRIAL NARANJILLO LTDA.,,CAFE,CAFE ORGANICO,HUANUCO,LEONCIO PRADO,LUYANDO,5529247.5,5252785.6,0,0,0,350000,6650000,200,0,0
HUA-2016-13,MEJORAMIENTO DE LOS NIVELES DE COMERCIALIZACION DE FLORES DE HORTENSIAS PARA EL MERCADO NACIONAL E INTERNACIONAL.,FORESTAL,EXOPERU EIRL,,FLORES DE CORTE,HORTENSIAS,HUANUCO,HUANUCO,CHINCHAO,1975012,604456,0,0,0,1500000,500000,100,0,0
HUA-2016-14,VALOR AGREGADO E INDUSTRIALIZACION DE DERIVADOS LACTEOS EN EL DISTRITO DE BAÒOS-QUESOS,QUESOS MADUROS,ASOCIACI”N DE PRODUCTORES JARARA,,QUESO,QUESOS MADUROS,HUANUCO,LAURICOCHA,,323390,0,0,0,0,250000,,50,0,0
HUA-2016-15,VALOR AGREGADO E INDUSTRIALIZACION DE DERIVADOS LACTEOS EN EL DISTRITO DE BAÒOS-YOGURT,QUESOS MADUROS,ASOCIACI”N DE PRODUCTORES JARARA,,DERIVADOS LACTEOS,YOGURT FRUTADO BATIDO,HUANUCO,LAURICOCHA,,110950,0,0,0,0,250000,,50,0,0
HUA-2016-16,INNOVACION TECNOLOGICA EN EL DESARROLLO DE OFERTA DE SEMILLAS CERTIFICADAS COMO UNA NUEVA ALTERNATIVA DE EMPRENDIMIENTO COMERCIAL.,OTROS,ASOCIACION DE PRODUCTORES MONTE AZUL,,PAPA,PAPA VARIOS,HUANUCO,HUANUCO,QUISQUI,457558.56,0,0,0,0,3000000,,100,0,0
HUA-2016-17,DESARROLLO DE OFERTA COMERCIABLE DE ROCOTO PARA EL MERCADO INTERNO Y DE EXPORTACION.,OTROS,INVERSIONES GUIMER SAC,,ROCOTO ROJO,ROCOTO FRESCO CATEGORIZADO,HUANUCO,HUANUCO,CHINCHAO,1034016,0,0,0,0,2000000,,100,0,0
HUA-2016-19,MEJORA DE LA CALIDAD DE GRANOS DE CACAO CONVENCIONAL PARA MERCADO EUROPEO,CACAO,COOPERATIVA AGROINDUSTRIAL CACAO ALTO HUALLAGA,,CACAO,CACAO,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,3907677.42,3907677.42,0,0,0,1479235691,,100,0,0
HUA-2016-20,MEJORA EN BENEFICIO POSCOSECHA DE GRANOS DE CACAO PARA ABASTECER MERDADOS DE ALTO VALOR,CACAO,COOPERTATIVA AGRARIA CAFETALERA DIVISORIA LTDA,,CACAO,CACAO,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,3878469.96,3878469.96,0,0,0,1075000,,200,0,0
HUA-2016-21,MEJORA DE LA CALIDAD Y EXPORTACION DE CAFES ESPECIALES A EUROPA Y ESTADOS UNIDOS,CAFE,COOPERTATIVA AGRARIA CAFETALERA DIVISORIA LTDA,,CAFE,CAF… EN GRANO,HUANUCO,LEONCIO PRADO,LUYANDO,4559515.98,4559515.98,0,0,0,1070806,,200,0,0
HUA-2016-21,INNOVACION TECNOLOGICA EN EL DESARROLLO DE OFERTA DE SEMILLAS CERTIFICADAS COMO UNA NUEVA ALTERNATIVA DE EMPRENDIMIENTO COMERCIAL,OTROS,ASOCIACION DE PRODUCTORES AGROPECUARIOS VIRGEN DEL ROSARIO DE BUENOS AIRES - PILLAO,,PAPA,PAPA SEMILLA,HUANUCO,HUANUCO,CHINCHAO,181440,0,0,0,0,100000,,20,0,0
JUN-2016-01,FORTALECIMIENTO DEL CAFE ORGANICO EN LA PROVINCIA DE SATIPO EN LA REGION JUNIN,CAFE,CENTRAL DE COOPERATIVAS Y ORGANIZACIONES AGRARIAS DE LA SELVA CENTRA- SATIPO,,CAFE,CAFE ORGANICO,JUNIN,SATIPO,SATIPO,45272903.59,25586424.5,1537,0,0,0,39294550,1400,0,0
JUN-2016-17,FORTALECIMIENTO DE LA CADENA COMERCIAL DE CAFÈ,CAFE,FEDERACIÛN AGRARIA PANGOA VRAEM,,CAFE,CAF… ORG¡NICO,JUNIN,SATIPO,PANGOA,11230076,11230076,0,530,0,17325440,0,856,0,0
JUN-2016-18,FORTALECIMIENTO DE LA CADENA COMERCIAL DE CACAO,CACAO,FEDERACIÛN AGRARIA PANGOA VRAEM,,CACAO,CACAO,JUNIN,SATIPO,PANGOA,0,5824400,0,122,0,22376640,,652,0,0
JUN-2016-19,PRODUCCION Y COMERCIALIZACION DE AGUAYMANTO DESHIDRATADO ORGANICO,PERU BERRIES,GFOODS NATIVE SAC,,AGUAYMANTO,AGUAYMANTO DESHIDRATADO,JUNIN,HUANCAYO,EL TAMBO,70000,0,0,0,0,3456000,,60,0,0
JUN-2016-20,FORTALECIMIENTO EN LA CADENA PRODUCTIVA DE GRANADILLA CON EL OBJETO DE GENERAR VALOR AGREGADO EN LA GRANADILLA,PALTA Y OTROS FRUTALES,ASOCIACION DE PRODUCTORES AGROPECUARIOS CUENCA DEL TULUMAYO - APACTU,,GRANADILLA,GRANADILLA,JUNIN,JAUJA,MONOBAMBA,715188.26,0,60,0,0,0,981112,80,0,0
JUN-2016-02,FORTALECIMIENTO DE LA PRODUCCION DEL CAFE ORGANICO,CAFE,COOPERATIVA AGRARIA CAFETALERA SOSTENIBLE VALLE UBIRIKI,,CAFE,CAFE ORGANICO,JUNIN,CHANCHAMAYO,PERENE,13255648.2,13255648.2,270,0,0,0,11200600,234,0,0
JUN-2016-03,FORTALECIMEINTO DE LA PRODUCION Y CALIDAD DEL CAF… ORGANICO EN LA REGION JUNIN,CAFE,COOPERATIVA AGROECOLOGICA DE CAFE DE ORIGEN DE SELVA ALTA,,CAFE,CAF… ORG¡NICO,JUNIN,CHANCHAMAYO,PICHANAQUI,1958591.35,4943521.91,266,0,0,1026270,6535200,220,0,0
JUN-2016-04,FORTALECIMIENTO DE LA PRODUCCIÛN Y CALIDAD DEL CACAO ORG·NICO,CACAO,CENTRAL DE COOPERATIVAS Y ORGANIZACIONES AGRARIAS DE LA SELVA CENTRA- SATIPO,,CACAO,CACAO ORGANICO,JUNIN,SATIPO,SATIPO,19589454.27,19463954.27,0,974,0,0,17000000,600,0,0
JUN-2016-05,ASISTENCIA TECNICA PARA LA IDENTIFICACION DE LA CALIDAD FISICO-ORGALEPTICO DEL CAFE E IMPLEMENTACION PARA LA CERTIFICACION DE CAF… ORGANICO Y COMERCIO,CAFE,COOPERATIVA AGRARIA DE MUJERES PRODUCTORAS DE CAFE,,CAFE,CAF… ORG¡NICO,JUNIN,CHANCHAMAYO,PICHANAQUI,43200,411835.7,0,42,0,661769,40000,42,0,0
JUN-2016-06,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE CACAO EN EL DISTRITO DE SATIPO,CACAO,ECOANDINO SAC,,CACAO,CACAO,JUNIN,SATIPO,MAZAMARI,2170488,2170488,0,0,0,3432034,0,53,0,0
JUN-2016-07,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE CACAO EN LA PROVINCIA DE SATIPO,CACAO,SUMAQAO SAC,,CACAO,CACAO EN GRANO,JUNIN,SATIPO,SATIPO,3574880.21,3574880.21,0,0,0,0,4599453,110,0,0
JUN-2016-08,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE CACAO ORG·NICOEN LA PROVINCIA DE SATIPO,CACAO,AMAZONAS TRADING PERU S.A.C.,,CACAO,CACAO EN GRANO,JUNIN,SATIPO,RIO NEGRO,4193773.32,4193773.32,50,0,0,7146806,0,50,0,0
JUN-2016-09,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE PIÒA EN LA PROVINCIA DE SATIPO,PALTA Y OTROS FRUTALES,ASOCIACION DE PRODUCTORES DE FRUTALES EXOTICOS DE LA SELVA CENTRAL DEL PERU,,PI—A,PI—A MD-2 GOLDEM,JUNIN,SATIPO,MAZAMARI,23365074.64,0,20,0,0,11937256,,19,0,0
JUN-2016-10,PRODUCCION Y COMERCIALIZACION DE AGUAYMANTO DESHIDRATADO ORGANICO,PERU BERRIES,ECOANDINO SAC,,AGUAYMANTO,AGUAYMANTO DESHIDRATADO,JUNIN,HUANCAYO,PARIAHUANCA,,0,0,0,0,61562,0,60,0,0
JUN-2016-11,"FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE QUESO MADURADO EN LOS DISTRITOS DE CONCEPCION, SAN JERONIMO, HUANCAYO",QUESOS MADUROS,CONCELAC SAC,,QUESO,QUESOS MADUROS,JUNIN,CONCEPCION,CONCEPCION,,0,0,0,0,922674,0,57,0,0
JUN-2016-12,FORTALECIMIENTO DE LA CADENA PRODUCTIVA DE VACUNOS DE LECHE EN LA PROVINCIA DE LA OROYA,QUESOS MADUROS,DOE RUN PERU SRL,,DERIVADOS LACTEOS,LECHE FRESCA,JUNIN,YAULI,LA OROYA,,0,0,0,0,244008,0,1331,0,0
JUN-2016-13,FORTALECIMIENTO DE CAPACIDADES PRODUCTIVAS A CRIADORES DE TRUCHAS DE LA ASOCIACIÛN ESTRATEGICA HUARI,TRUCHA,DOE RUN PERU SRL,,TRUCHA,TRUCHA ENTERA FRESCA,JUNIN,YAULI,LA OROYA,,0,0,0,0,5381250,0,95,0,0
JUN-2016-14,FORTALECIMIENTO EN LA VENTA DE TRUCHA DE PESO EN LA PROVINCIA DE JAUJA,TRUCHA,"SAIS""TUPAC AMARU""",,TRUCHA,TRUCHA,JUNIN,JAUJA,PACCHA,,0,0,0,0,469192,0,130,0,0
JUN-2016-15,ASISTENCIA TECNICA Y COMERCIAL DE MACA ORGANICA,OTROS,"ASOCIACION DE PRODUCTORES AGROPECUARIOS JUNIN ""MAGA TARPUY""",,MACA,MACA,JUNIN,JAUJA,APATA,3589000,0,34,0,0,2440000,0,30,0,0
JUN-2016-16,FORTALECIMIENTO DE LA CALIDAD EN TAZA DEL CAFÈ ORG·NICO,CAFE,E.A.C. CHANCHAMAYO HIGHLAND COFFEE S.A.C.,,CAFE,CAF… ORG¡NICO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,1060576.3,1060576.3,0,0,0,0,900000,120,0,0
LIB-2016-07,BPA Y CERTIFICACIÛN ORG·NICA A PRODUCTORES DE QUINUA DE SARTIMBAMBA Y HUAMACHUCO,GRANOS ANDINOS,CONSORCIO DE PRODUCTORES ORGANICOS SARTIM QUERIDO - COPROSAQ,,QUINUA,QUINUA ORGANICA PROCESADA,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,4406400,4406400,2400,29952,0,0,2000000,0,0,0
LIB-2016-03,DESARROLLO DE NUEVOS PRODUCTOS QUESEROS CON VALOR AGREGADO EN 7 PLANTAS QUESERAS DE OTUZCO Y SANTIAGO DE CHUCO,QUESOS MADUROS,ASOCIACIÛN DE PEQUEÒOS PRODUCTORES AGROPECUARIOS PERLA DEL PARAÌSO,,QUESO,QUESOS MADUROS,LA LIBERTAD,OTUZCO,AGALLPAMPA,1155851.14,0,388,1200,0,600000,0,660,0,0
LIB-2016-08,FORTALECIMIENTO EN LA PRODUCCIÛN E IMPLEMENTACIÛN DE BUENAS PR·CTICAS ACUÌCOLAS (BPA) EN LA CRIANZA DE TRUCHA.,TRUCHA,INVERSIONES RUÌZ CASTILLO,,TRUCHA,TRUCHA ENTERA FRESCA,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,436995,0,178,2130,0,1112118,0,0,0,0
LIB-2016-09,ASISTENCIA TÈCNICA A PRODUCTORES DE PINO COMO VARIEDAD MADERABLE DE ALTO VALOR EN LA PROVINCIA DE OTUZCO.,FORESTAL,ASOCIACIÛN DE PRODUCTORES AGROPECUARIOS Y FORESTALES COLINAS VERDES - POLLO.,,PINO,PINO,LA LIBERTAD,OTUZCO,OTUZCO,2200000,0,240,5559,0,2200000,0,0,0,0
LIB-2016-10,"ACREDITACIÛN DE CALIDAD, COSECHA, POS COSECHA Y PACKING DE MANGO KENT",PALTA Y OTROS FRUTALES,FAIRTRASA PER⁄ S.A.,,MANGO,MANGO KENT,LA LIBERTAD,VIRU,CHAO,1344231.054,1344231.054,151,381,0,0,1300000,0,0,0
LIB-2016-11,"ADAPTACION DE LA FRAMBUESA EN ZONAS ALTOANDINAS DE LA LIBERTAD, CON MIRAS A SU DESARROLLO COMO PRODUCTO INNOVADOR Y DE ALTA RENTABILIDAD PARA FAMILIAS",PERU BERRIES,VIVEROS ANDINOS S.A.C.,,FRAMBUESA,FRAMBUESA FRESCA,LA LIBERTAD,OTUZCO,OTUZCO,,0,0,0,0,330000,,0,0,0
LIB-2016-05,CERTIFICACION ORGANICA Y GLOBAL GAP DE PALTA HASS PARA ACCESO A NUEVOS MERCADOS DE EXPORTACION,PALTA Y OTROS FRUTALES,FAIRTRASA PER⁄ S.A.,,PALTA,PALTA HASS Y FUERTE,LA LIBERTAD,VIRU,CHAO,2177780.323,2177780.323,41,1115,0,0,2849000,0,0,0
LIB-2016-04,MEJORAMIENTO DE LA PRODUCCION Y GESTI”N COMERCIAL DE GRANADILLA,PALTA Y OTROS FRUTALES,ASOCIACIÛN DE PRODUCTORES DE GRANADILLA DE HUARANCHAL,,GRANADILLA,GRANADILLA FRESCA,LA LIBERTAD,OTUZCO,HUARANCHAL,648857.5,75229.75,568,5936,0,533334,0,0,0,0
LIB-2016-01,INCREMENTO DEL VALOR AGREGADO DE LA UVA MEDIANTE BPA Y CERTIFICACIONES PARA EXPORTACION,PALTA Y OTROS FRUTALES,ASOCIACI”N DE PRODUCTORES AGROPECUARIOS VITIVINICOLAS SAN GABRIEL CASCAS,,UVA,"UVA RED GLOBE, ALFONSO LAVALLE, GROSS COLMAN, ITALIA",LA LIBERTAD,GRAN CHIMU,CASCAS,8943132,7154505.8,404,4252,0,0,13361000,0,0,0
LIB-2016-12,"MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL AJÌ TABASCO, PARA SU PROCESAMIENTO / TRANSFORMACIÛN EN PASTAS Y SALSAS, PARA SER SUMINISTR",OTROS,CAPSICUM ANDINO S.A.C.,,AJIES,AJÌ TABASCO,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,659990,0,0,0,0,1134000,0,0,0,0
LIB-2016-13,"ACREDITACIÛN DE CALIDAD, CERTIFICACIONES PARA EXPORTACIÛN EN PLANTA EMPACADORA DE UVA DE MESA EN CASCAS, GRAN CHIM˙",PALTA Y OTROS FRUTALES,ASOCIACI”N DE PRODUCTORES AGROPECUARIOS VITIVINICOLAS SAN GABRIEL CASCAS,,UVA DE MESA,UVA DE MESA ROJO,LA LIBERTAD,GRAN CHIMU,CASCAS,12447620.4,9958096.32,0,0,0,0,6000000,383,4250,100000
LIB-2016-02,ARTICULACION COMERCIAL Y MEJORA DE LA PRODUCTIVIDAD DE LA TARA,FORESTAL,COMUNIDAD CAMPESINA LA CUESTA,,TARA,VAINA DE TARA,LA LIBERTAD,OTUZCO,OTUZCO,3380400,3380400,349,29540,0,0,6150000,0,0,0
LIB-2016-06,MEJORAMIENTO DE LA PRODUCCIÛN Y COMERCIALIZACIÛN DE MARACUY· EN EL DISTRITO DE LAREDO,PALTA Y OTROS FRUTALES,ASOCIACIÛN DE PRODUCTORES Y EXPORTACIÛN DE MARACUY· EL CASIQUE APREMAC,,MARACUYA,MARACUYA EN FRESCO,LA LIBERTAD,TRUJILLO,LAREDO,886600,0,84,4750,0,800000,0,0,0,0
LIB-2016-14,"GENERACIÛN DE VALOR AGREGADO A LOS EXCEDENTES Y DESCARTES DE FRUTAS EN LAS PROVINCIAS DE GRAN CHIM˙, OTUZCO, VIR˙ Y TRUJILLO",DESTILADOS,INDUSTRIAS VALERIANO E.I.R.L,,DESTILADOS DE FRUTAS,DESTILADOS DE FRUTAS,LA LIBERTAD,TRUJILLO,TRUJILLO,30600,0,0,0,0,21150,,0,0,0
LAM-2016-01,ESTANDARIZACION DE LA PRODUCCION DE PANELA GRANDULADA DE SHITA ALTA,OTROS,CENTRAL DE PRODUCTORES ECOL”GICOS SOLIDARIOS POR EL AGRO-CEPRESA,,PANELA,PANELA GRANULADA,LAMBAYEQUE,LAMBAYEQUE,SALAS,,0,0,0,0,200000,,40,160,0
LAM-2016-03,MEJORAMIENTO DE LA CALIDAD EXPORTABLE DE PANELA GRANULADA DE ASOC. DE ZONA ALTOANDINA DE SALAS,OTROS,ASOCIACION DE PRODUCTORES ORGANICOS DE LA ZONA ALTOANDINA DE SALAS,,PANELA,PANELA GRANULADA,LAMBAYEQUE,LAMBAYEQUE,SALAS,,0,0,0,0,200000,,40,160,0
LAM-2016-02,ESTANDARIZACION DE PRODUCCION DE MANZANILLA DE EXPORTACION EN LA ASOCIACION DE PRODUCTORES DE ILLIMO,OTROS,FB AGROBUSINESS GROUP E.I.R.L.,,MANZANILLA,MANZANILLA DESHIDRATADA,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,,0,0,0,0,110000,,40,160,0
LAM-2016-27,PEQUEÒOS PRODUCTORES CAFETALEROS ACCEDIENDO AL MERCADO SOLIDARIO,CAFE,PROMOTORA DE LA AGRICULTURA SUSTENTABLE S.A.- PROASSA,,CAFE,CAF… ORG¡NICO,LAMBAYEQUE,FERRE—AFE,CA—ARIS,24801843.34,0,0,0,0,10000000,,297,2000,0
LAM-2016-08,AMPLIACION DE LA FRONTERA AGRICOLA DE MANZANILLA,OTROS,FB AGROBUSINESS GROUP E.I.R.L.,,MANZANILLA,MANZANILLA DESHIDRATADA,LAMBAYEQUE,FERRE—AFE,INCAHUASI,,0,0,0,0,110000,,40,160,0
LAM-2016-09,AMPLIACION DE LA FRONTERA AGRICOLA DE MENTA,OTROS,FB AGROBUSINESS GROUP E.I.R.L.,,HIERBAS AROMATICAS,MANZANILLA,LAMBAYEQUE,CHICLAYO,POMALCA,,0,0,0,0,350000,,50,200,0
LAM-2016-10,AMPLIACION DE LA FRONTERA AGRICOLA DE MENTA EN MESONES MURO,OTROS,FB AGROBUSINESS GROUP E.I.R.L.,,HIERBAS AROMATICAS,MANZANILLA,LAMBAYEQUE,FERRE—AFE,MANUEL ANTONIO MESONES MURO,,0,0,0,0,350000,,50,200,0
LAM-2016-24,IMPLEMENTACION DE BUENAS PRACTICAS EN EL CULTIVO DE MANZANILLA PARA EXPORTACION EN INCAHUASI,OTROS,FB AGROBUSINESS GROUP E.I.R.L.,,MANZANILLA,MANZANILLA DESHIDRATADA,LAMBAYEQUE,FERRE—AFE,INCAHUASI,,0,0,0,0,117500,,40,160,0
LAM-2016-13,MEJORAMIENTO DE LA COMPETITIVIDAD PRODUCTIVA Y COMERCIAL DE AGUAYMANTO CLASIFICADO DEL DISTRITO DE INCAHUASI - FERRE—AFE- LAMBAYQUE,PERU BERRIES,"ASOCIACION DE PRODUCTORES AGROPECUARIOS, ECOL”GICOS, FORESTALES Y ARTESANOS ""S.I.N.A.R"" SEMBRADORES INCAHUASINOS AL RENACIMIENTO",,AGUAYMANTO,,LAMBAYEQUE,,,65401.5,0,0,0,0,100000,,30,120,0
LAM-2016-23,DESARROLLO DE LA ARTICULACION COMERCIAL DE LA PALTA HASS Y VERDE EN FRESCO EN LAMBAYEQUE,PALTA Y OTROS FRUTALES,EUROFRESH PERU S.A.C,,PALTA,PALTA HASS,LAMBAYEQUE,FERRE—AFE,PITIPO,,0,0,0,0,700000,,40,160,0
LAM-2016-20,MEJORAMIENTO DE LA CALIDAD Y NIVEL DE ACOPIO DE AGUAYMANTO FRESCO DE NUEVO PROGRESO Y YOYOCA,PERU BERRIES,PROMOTORA DE LA AGRICULTURA SUSTENTABLE S.A.- PROASSA,,AGUAYMANTO,AGUAYMANTO FRESCO,LAMBAYEQUE,FERRE—AFE,INCAHUASI,,0,0,0,0,100000,,30,120,0
LAM-2016-25,IMPULSO AL DESARROLLO COMERCIAL DE AGUAYMANTO FRESCO CON MERCADO NACIONAL,PERU BERRIES,"ASOCIACI”N DE PRODUCTORES AGROPECUARIOS, FORESTAL, ACUÕCOLA",,AGUAYMANTO,AGUAYMANTO FRESCO,LAMBAYEQUE,,,,0,0,0,0,200000,,60,240,0
LAM-2016-06,MEJORAMIENTO DE LA CALIDAD DE TAZA DEL CAFE DE EXPORTACION,CAFE,PROMOTORA DE LA AGRICULTURA SUSTENTABLE S.A.- PROASSA,OPTCO,CAFE,CAFE ORGANICO,LAMBAYEQUE,LAMBAYEQUE,SALAS,,0,0,0,0,3000000,10000000,153,612,85000
LAM-2016-11,COMERCIALIZACI”N DE CAF… PRODUCIDO POR PEQUE—OS PRODUCTORES CAFETALEROS,CAFE,PROMOTORA DE LA AGRICULTURA SUSTENTABLE S.A.- PROASSA,,CAFE,CAFE ORGANICO,LAMBAYEQUE,LAMBAYEQUE,SALAS,,0,0,0,0,3000000,,150,600,0
LAM-2016-18,ESTANDARIZACION DE CALIDAD DE FRAMBUESA FRESCA DE CA—ARIS,PERU BERRIES,ASOCIACION DE MUJERES LOS ROSALES DE CA—ARIS,,FRAMBUESA,FRAMBUESA FRESCA,LAMBAYEQUE,FERRE—AFE,CA—ARIS,,0,0,0,0,500000,,100,400,0
LAM-2016-34,COMERCIALIZACION DE LA ARVEJA SECA DE LAMBAYEQUE PARA EL MERCADO NACIONAL,GRANOS ANDINOS,ASOCIACION DE MUJERES LOS ROSALES DE CA—ARIS,,ARVEJA,ARVEJA,LAMBAYEQUE,,,21000,0,0,0,0,600000,,200,800,0
LAM-2016-17,FORTALECIMIENTO DE LAS CAPACIDADES DE GESTIÛN DE APEME NORTE PARA PROMOVER ACTIVIDADES PRODUCTIVAS COMPETITIVAS A NUEVOS MERCADOS,PALTA Y OTROS FRUTALES,ASOCIACIÛN APEME PERU NORTE,,PI—A,FRUTA FRESCA DE PIÒA,LAMBAYEQUE,CHICLAYO,CHICLAYO,,0,0,0,0,66000000,,1200,21000,0
LAM-2016-18,FORTALECIMIENTO DE LAS CAPACIDADES DE GESTIÛN DE APEME NORTE PARA PROMOVER ACTIVIDADES PRODUCTIVAS COMPETITIVAS A NUEVOS MERCADOS.,PALTA Y OTROS FRUTALES,ASOCIACIÛN APEME PERU NORTE,,PI—A,FRUTA FRESCA DE PIÒA,LAMBAYEQUE,,,32400000,0,0,0,0,66000000,,0,0,0
LIM-2016-01,"ARTICULACIÛN COMERCIAL DE PALTA HASS DE LA ASOCIACION AGROINDUSTRIAL LOS FRUTALES, PALPA - PROV. HUARAL",PALTA Y OTROS FRUTALES,ASOCIACIÛN DE PRODUCTORES DE PALTA HASS DE SAYAN,,PALTA,PALTA HASS,LIMA,HUARAL,HUARAL,,0,0,0,0,1800000,,24,0,0
LIM-2016-02,EXCEDENTES PARA LA TRASFORMACI”N EN PULPA Y OTROS PARA EL MERCADO NACIONAL,PALTA Y OTROS FRUTALES,AGRICULTORES INDIVIDUALES DE CAPSICUMS,,DURAZNO,MELOCOTON FRESCO,LIMA,OYON,NAVAN,,0,0,0,0,1919151,,0,0,0
LIM-2016-03,TRANSFORMACI”N DE MANZANA EN DESTILADO,DESTILADOS,AGRICULTORES AGRUPADOS E INDIVIDUALES DE FRAMBUESA SAN PABLO,,DESTILADO DE MANZANA,DESTILADO DE MANZANA,LIMA,HUAROCHIRI,ANTIOQUIA,,0,0,0,0,4680000,,0,0,0
LIM-2016-04,MANEJO DE POSTA COSECHA Y CLASIFICACI”N Y SELECCI”N PARA LA EXPORTACI”N,PALTA Y OTROS FRUTALES,AGRICULTORES AGRUPADOS E INVIDUALES DE MADERA DE PINO CAJAMARCA,,CHIRIMOYA,CHIRIMOYA,LIMA,HUAROCHIRI,LANGA,,0,0,0,0,2100000,,0,0,0
LIM-2016-05,MANEJO DE POSTA COSECHA Y CLASIFICACI”N Y SELECCI”N PARA LA EXPORTACI”N,PALTA Y OTROS FRUTALES,AGRICOLA ALSUR CUSCO SAC,,TUNA,TUNA,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,,0,0,0,0,600000,,0,0,0
LIM-2016-061,MANEJO DE POSTA COSECHA Y CLASIFICACI”N Y SELECCI”N PARA LA EXPORTACI”N,PERU BERRIES,AGRICULTORES AGRUPADOS E INDIVIDUALES DE FRAMBUESA SAN MIGUEL,,FRAMBUESA,FRAMBUESA FRESCA,LIMA,HUARAL,IHUARI,,0,0,0,0,8553600,,0,0,0
LIM-2016-07,MEJORAMIENTO DE LA CALIDAD PARA MERCDO RETAIL NACIONAL,QUESOS MADUROS,COOPERATIVA AGRARIA CAFETALERA LOS CHANKAS SELVA CENTRAL,,DERIVADOS LACTEOS,QUESO MADURADO Y FRESCO,LIMA,CA—ETE,SAN LUIS,,0,0,0,0,28749954,,0,0,0
LIM-2016-08,DIVERSIFICACIÛN PRODUCTIVA DE AGUAYMANTO EN EL MARCO DE PLAN DE ACCIÛN DPN,PERU BERRIES,AGRICULTORES INDIVIDUALES DE BERRIES - SAN PABLO,,AGUAYMANTO,AGUAYMANTO FRESCO,LIMA,HUAROCHIRI,HUAROCHIRI,,0,0,0,0,1445198,,29,0,0
LIM-2016-09,ASESORÌA TÈCNICA Y COMERCIAL PARA EL PLAN DE NEGOCIOS DE MAÌZ MORADO,GRANOS ANDINOS,ASOCIACIÛN DE PRODUCTORES DOS VALLES DE OMAS,,MAIZ,"MAIZ CANCHA MONTAÒA, MORADO",LIMA,YAUYOS,OMAS,,0,0,0,0,10000,,57,0,0
LIM-2016-10,ARTICULACION COMERCIAL DE MAIZ MORADO CONVENCIONAL,GRANOS ANDINOS,ASOCIACIÛN DE PRODUCTORES DOS VALLES DE OMAS,,MAIZ,"MAIZ CANCHA MONTAÒA, MORADO",LIMA,YAUYOS,OMAS,,0,0,0,0,"S/. 175,000.00",,30,0,0
MOQ-2016-02,MEJORAMIENTO DE LA COMPETITIVIDAD TECNICA Y COMERCIAL DE LA LINEA DE OREGANO PARA EXPORTACION DE LA EMPRESA NOVOS DISTRIBUCION Y EXPORTACION DEL PER ,OTROS,NOVOS DISTRIBUCIÛN Y EXPORTACIÛN DEL PERU S.A.C.,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,2000220,2000220,190,4564,0,0,550000,250,0,0
MOQ-2016-05,MEJORAMIENTO DE LA COMPETITIVIDAD TECNICA PRODUCTIVA Y COMERCIAL DE LA LINEA DE OREGANO DESHIDRATADO DE EXPORTACION,OTROS,ASOC ECOANDINA CARUMAS,,OREGANO DESHIDRATADO EN HOJAS,OREGANO,MOQUEGUA,MARISCAL NIETO,CARUMAS,173910,173910,43,860,0,0,150000,40,1500,0
MOQ-2016-06,DESARROLLO DE VALOR AGREGADO DE FIBRA DE ALPACA CLASIFICADO CATEGORIZADA DE PRODUCTORES ALPAQUEROS DE LA COMUNIDAD CAMPESINA DE ARUNTAYA,GANADERIA ALTOANDINA,COMUNIDAD CAMPESINA DE ARUNTAYA,,FIBRA DE ALPACA,FIBRA DE ALPACA,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,,0,0,0,0,45000,45000,69,320,0
MOQ-2016-01,ESTANDARIZACIÛN E INNOVACIÛN TECNOLÛGICA DE PROCESOS DE ELABORACIÛN DE QUESOS MADURADOS DE LA EMPRESA,QUESOS MADUROS,LA BODEGUILLA,,DERIVADOS LACTEOS,QUESOS MADURADOS,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,430220,0,120,1830,0,460000,0,90,0,0
